new_id,prob
780,0.0115
782,0.1826
783,0.4455
789,0.7399
790,0.637
793,0.0045
794,0.954
795,0.9741
797,0.0033
798,0.7449
802,0.5931
804,0.6278
805,0.1493
808,0.7968
811,0.9923
812,0.3907
816,0.9395
821,0.2859
823,0.0976
824,0.8374
827,0.8026
831,0.0122
837,0.009
839,0.8805
845,0.8416
846,0.9795
849,0.0142
852,0.0438
853,0.326
856,0.9752
859,0.9735
860,0.888
862,0.9161
868,0.9921
870,0.0409
876,0.9994
877,0.9873
881,0.8793
883,0.987
888,0.8713
889,0.9914
891,0.9336
893,0.9357
894,0.0547
895,0.0486
896,0.0412
900,0.0298
902,0.4632
906,0.5874
907,0.6802
909,0.0457
911,0.1383
913,0.0086
915,0.5917
918,0.4754
921,0.975
923,0.0078
924,0.0002
925,0.0254
926,0.767
927,0.6715
929,0.9972
930,0.9908
931,0.9845
932,0.5032
933,0.0194
934,0.9258
936,0.3991
939,0.377
943,0.0326
944,0.9934
945,0.99
947,0.0137
948,0.8914
949,0.4327
950,0.9889
952,0.0226
954,0.9959
957,0.2379
961,0.9929
970,0.9209
971,0.9119
972,0.0189
974,0.8146
975,0.9897
981,0.5424
983,0.9439
984,0.9985
990,0.303
998,0.973
999,0.0324
1000,0.0076
1001,0.0036
1002,0.7378
1003,0.025
1004,0.0732
1008,0.546
1009,0.9742
1011,0.0638
1014,0.3727
1017,0.6207
1020,0.9675
1022,0.0351
1024,0.9811
1025,0.0495
1028,0.0445
1029,0.0512
1030,0.9965
1035,0.0968
1036,0.9739
1037,0.0136
1038,0.7241
1039,0.0185
1040,0.9979
1041,0.9277
1044,0.3866
1046,0.0929
1048,0.917
1051,0.7509
1052,0.0129
1053,0.8054
1054,0.9934
1056,0.025
1057,0.0644
1059,0.927
1063,0.6812
1064,0.9484
1066,0.4753
1067,0.0074
1068,0.9692
1071,0.532
1072,0.0728
1073,0.0075
1075,0.0492
1076,0.0958
1080,0.9933
1081,0.7817
1082,0.9982
1084,0.7393
1085,0.0312
1089,0.9681
1090,0.005
1092,0.3098
1093,0.3321
1096,0.9966
1097,0.0045
1099,0.0047
1100,0.9565
1105,0.6243
1108,0.8841
1109,0.016
1110,0.7641
1111,0.2493
1112,0.9245
1114,0.8256
1115,0.08
1117,0.9473
1118,0.8872
1119,0.7471
1122,0.8824
1128,0.7682
1129,0.2119
1130,0.0157
1136,0.232
1137,0.0456
1138,0.037
1140,0.9661
1143,0.0465
1145,0.6359
1147,0.2303
1148,0.0455
1151,0.8943
1153,0.0503
1154,0.9906
1155,0.1973
1159,0.001
1160,0.2452
1162,0.9485
1165,0.0026
1167,0.9852
1171,0.2039
1174,0.0213
1175,0.8547
1178,0.0878
1179,0.0756
1185,0.992
1186,0.9945
1188,0.9868
1190,0.8119
1191,0.0276
1193,0.36
1198,0.005
1201,0.1104
1204,0.2894
1206,0.9983
1207,0.0885
1209,0.0439
1212,0.8733
1214,0.0436
1216,0.9466
1220,0.9573
1224,0.7798
1225,0.0461
1226,0.9932
1227,0.0058
1228,0.0522
1229,0.1433
1231,0.9511
1233,0.9502
1235,0.9994
1236,0.0263
1238,0.0374
1241,0.1295
1243,0.0015
1244,0.9578
1246,0.0393
1247,0.9941
1248,0.9662
1249,0.0075
1250,0.8769
1251,0.0495
1257,0.0236
1261,0.0173
1262,0.6591
1263,0.7825
1264,0.0961
1267,0.2008
1268,0.9801
1269,0.9612
1272,0.8373
1274,0.9959
1276,0.998
1278,0.9966
1279,0.9373
1280,0.0176
1281,0.0048
1283,0.9611
1284,0.9934
1285,0.9804
1286,0.9985
1287,0.1836
1289,0.9607
1290,0.2453
1291,0.9973
1292,0.1799
1296,0.6196
1298,0.1891
1302,0.0024
1303,0.013
1305,0.0115
1307,0.8249
1310,0.0298
1311,0.1699
1313,0.0147
1317,0.1711
1318,0.1199
1324,0.0522
1326,0.1761
1328,0.039
1330,0.8931
1332,0.9183
1337,0.9676
1338,0.9874
1339,0.9956
1341,0.9056
1342,0.3086
1343,0.7206
1344,0.0151
1347,0.0704
1349,0.0384
1351,0.0129
1352,0.5376
1353,0.004
1354,0.0027
1355,0.9975
1357,0.9593
1359,0.7003
1362,0.8688
1363,0.8149
1365,0.0086
1367,0.3937
1368,0.0317
1369,0.0009
1370,0.0071
1372,0.5957
1374,0.4094
1375,0.3171
1376,0.915
1377,0.1469
1378,0.7221
1379,0.5663
1381,0.0036
1385,0.9524
1387,0.3544
1388,0.0172
1389,0.0275
1391,0.9477
1392,0.2818
1393,0.2183
1395,0.9907
1400,0.1171
1401,0.0349
1403,0.5644
1404,0.9746
1406,0.2212
1408,0.9987
1409,0.044
1410,0.2896
1416,0.014
1417,0.0603
1419,0.9119
1420,0.9896
1421,0.8765
1422,0.0049
1424,0.3484
1426,0.0322
1428,0.0287
1429,0.0359
1434,0.954
1438,0.0296
1439,0.8269
1440,0.8383
1441,0.6391
1442,0.7372
1444,0.0169
1451,0.9993
1455,0.4693
1456,0.0127
1459,0.0068
1462,0.9804
1465,0.0271
1466,0.0675
1467,0.2236
1468,0.9931
1469,0.0524
1470,0.0013
1472,0.9859
1473,0.9815
1474,0.958
1476,0.9503
1477,0.1318
1478,0.647
1479,0.1178
1480,0.845
1481,0.945
1482,0.8886
1483,0.0743
1484,0.3671
1485,0.1937
1486,0.0083
1487,0.0342
1490,0.9631
1491,0.9416
1492,0.0137
1494,0.9289
1495,0.5005
1496,0.1994
1498,0.0033
1501,0.8794
1504,0.9988
1505,0.9836
1509,0.9745
1512,0.0143
1513,0.8542
1514,0.0237
1515,0.9448
1520,0.9463
1521,0.598
1523,0.8636
1524,0.0961
1526,0.0401
1527,0.9554
1528,0.7528
1529,0.0047
1530,0.0369
1531,0.0049
1534,0.7812
1538,0.0097
1539,0.8644
1540,0.9797
1541,0.108
1542,0.0934
1544,0.9912
1545,0.8306
1547,0.1461
1550,0.7442
1555,0.9962
1556,0.9894
1564,0.0012
1569,0.9901
1572,0.0322
1574,0.0055
1575,0.0627
1576,0.0573
1577,0.3556
1578,0.018
1580,0.0727
1581,0.0692
1583,0.9847
1588,0.9517
1591,0.6579
1597,0.9975
1599,0.8961
1600,0.0097
1603,0.009
1604,0.8968
1606,0.005
1608,0.6865
1610,0.9048
1615,0.7298
1616,0.0042
1618,0.0492
1622,0.938
1623,0.9578
1624,0.9826
1625,0.3024
1627,0.0441
1628,0.0754
1629,0.1709
1630,0.9108
1632,0.0095
1634,0.1881
1640,0.696
1644,0.0135
1646,0.0344
1647,0.8683
1648,0.9617
1649,0.4083
1651,0.8779
1652,0.9648
1654,0.9958
1655,0.9741
1658,0.9696
1664,0.5912
1667,0.5851
1669,0.4883
1671,0.0347
1672,0.0087
1673,0.0177
1675,0.0176
1676,0.0124
1679,0.7848
1683,0.0028
1686,0.9898
1687,0.1214
1688,0.0184
1691,0.016
1693,0.9707
1696,0.2377
1700,0.0136
1701,0.0026
1705,0.0014
1706,0.717
1709,0.2106
1711,0.9856
1714,0.9775
1716,0.0101
1719,0.0603
1721,0.0016
1722,0.9826
1723,0.8019
1726,0.999
1727,0.9999
1731,0.037
1732,0.1642
1735,0.0128
1738,0.6757
1739,0.5663
1746,0.0203
1749,0.977
1750,0.8134
1751,0.4089
1752,0.086
1755,0.0491
1757,0.9679
1758,0.004
1759,0.986
1760,0.9767
1761,0.7594
1762,0.0284
1763,0.8787
1765,0.8149
1767,0.0102
1770,0.0412
1772,0.9397
1774,0.15
1776,0.0078
1777,0.5333
1780,0.9605
1781,0.4397
1784,0.8336
1785,0.2352
1787,0.0054
1789,0.0206
1791,0.9924
1793,0.0025
1794,0.0127
1795,0.9021
1799,0.7374
1800,0.0368
1804,0.9929
1806,0.468
1808,0.0558
1809,0.433
1814,0.0009
1819,0.2221
1822,0.4114
1823,0.0233
1825,0.0619
1827,0.0121
1829,0.9965
1830,0.3801
1832,0.0638
1835,0.7591
1837,0.9443
1840,0.0261
1841,0.9547
1842,0.0783
1843,0.9824
1844,0.0056
1850,0.0486
1852,0.0038
1853,0.9862
1856,0.2367
1858,0.8026
1859,0.0076
1861,0.8538
1863,0.0027
1865,0.2547
1869,0.9909
1872,0.0015
1873,0.9428
1876,0.0644
1877,0.0473
1879,0.9545
1880,0.2595
1881,0.3753
1882,0.0298
1883,0.9194
1884,0.9841
1885,0.9934
1886,0.9818
1889,0.1555
1892,0.9511
1894,0.0926
1896,0.9599
1899,0.8932
1900,0.3409
1905,0.0209
1908,0.0266
1909,0.7746
1911,0.7663
1915,0.0584
1918,0.0293
1919,0.0076
1923,0.0816
1925,0.978
1928,0.0903
1929,0.348
1931,0.0012
1932,0.0017
1933,0.8017
1934,0.0121
1935,0.848
1937,0.0014
1941,0.0336
1942,0.1437
1943,0.0191
1945,0.6646
1946,0.0078
1949,0.5736
1951,0.9838
1953,0.8328
1955,0.0071
1958,0.5102
1959,0.7175
1960,0.3604
1961,0.0042
1962,0.1335
1963,0.2224
1965,0.9958
1971,0.6699
1972,0.1303
1973,0.0051
1974,0.9423
1976,0.0169
1977,0.3892
1978,0.9904
1979,0.9974
1983,0.2624
1985,0.9904
1986,0.7421
1987,0.003
1988,0.8058
1989,0.0027
1990,0.0949
1991,0.9995
1992,0.0688
1997,0.9792
1998,0.1404
2000,0.9906
2002,0.4666
2004,0.0031
2010,0.0125
2012,0.0096
2016,0.9862
2017,0.9818
2018,0.4781
2020,0.5235
2021,0.0681
2022,0.0175
2025,0.1605
2027,0.0029
2030,0.0089
2037,0.5304
2040,0.4468
2041,0.948
2042,0.0138
2043,0.3085
2045,0.7297
2046,0.018
2048,0.0357
2050,0.9908
2056,0.971
2060,0.7701
2061,0.011
2062,0.1736
2065,0.0101
2068,0.0255
2069,0.0292
2070,0.0675
2071,0.8891
2073,0.9433
2074,0.0686
2076,0.9538
2077,0.9924
2078,0.0252
2081,0.1168
2085,0.8311
2088,0.5875
2089,0.3611
2094,0.4088
2095,0.0031
2096,0.0481
2098,0.0399
2099,0.9232
2100,0.0103
2104,0.9389
2105,0.0074
2109,0.7792
2111,0.9707
2115,0.0899
2118,0.0725
2123,0.7257
2124,0.9876
2126,0.2619
2133,0.801
2135,0.9266
2136,0.1577
2137,0.9398
2139,0.9774
2142,0.9298
2145,0.0466
2146,0.6157
2147,0.7475
2149,0.991
2155,0.9785
2156,0.0885
2159,0.98
2167,0.4329
2168,0.0005
2169,0.9955
2170,0.0465
2171,0.9542
2172,0.3352
2173,0.9979
2174,0.8902
2178,0.992
2180,0.0084
2183,0.3051
2185,0.0262
2186,0.0145
2188,0.9976
2189,0.9663
2191,0.7275
2194,0.016
2195,0.0202
2196,0.0204
2197,0.4056
2199,0.8886
2201,0.1549
2202,0.1798
2204,0.128
2207,0.2442
2209,0.4283
2217,0.3014
2218,0.9971
2219,0.9301
2222,0.9987
2225,0.0058
2229,0.9545
2233,0.9728
2234,0.9438
2235,0.997
2236,0.0002
2237,0.9758
2238,0.042
2239,0.0402
2240,0.517
2241,0.0722
2243,0.9091
2244,0.0106
2245,0.9812
2248,0.874
2250,0.5573
2252,0.0656
2253,0.0203
2255,0.0847
2256,0.9982
2258,0.0332
2259,0.9824
2260,0.9285
2262,0.0768
2266,0.9981
2272,0.9908
2273,0.5726
2274,0.0013
2275,0.1319
2278,0.4289
2279,0.995
2284,0.2391
2285,0.53
2288,0.0017
2289,0.9483
2290,0.9394
2291,0.9399
2292,0.9894
2293,0.135
2294,0.9531
2295,0.2296
2296,0.2124
2304,0.9844
2305,0.0532
2307,0.1843
2308,0.2604
2309,0.9784
2310,0.0185
2316,0.534
2318,0.0306
2321,0.0128
2322,0.4913
2323,0.878
2325,0.9944
2329,0.0172
2332,0.9174
2333,0.0118
2334,0.9377
2335,0.0498
2336,0.9586
2337,0.8782
2339,0.1248
2342,0.9951
2343,0.9846
2345,0.4611
2346,0.9643
2347,0.9183
2349,0.8783
2350,0.9112
2352,0.0236
2353,0.1418
2354,0.0624
2356,0.9357
2357,0.9462
2359,0.0009
2360,0.1874
2362,0.9967
2363,0.6957
2364,0.0352
2367,0.9115
2370,0.1657
2372,0.0036
2373,0.5942
2377,0.727
2379,0.8518
2382,0.0333
2386,0.9983
2388,0.8535
2389,0.924
2390,0.8824
2393,0.8863
2396,0.9304
2400,0.0593
2401,0.999
2402,0.4819
2403,0.8489
2405,0.681
2407,0.077
2414,0.9127
2417,0.4361
2422,0.6318
2423,0.9788
2424,0.9969
2425,0.3408
2428,0.9748
2429,0.7724
2430,0.0108
2431,0.0912
2432,0.5296
2433,0.1462
2434,0.0122
2435,0.3218
2436,0.1732
2437,0.0103
2440,0.0041
2442,0.0322
2443,0.3016
2444,0.9648
2450,0.7211
2454,0.4372
2457,0.9606
2460,0.0007
2463,0.9383
2465,0.3739
2468,0.0373
2469,0.8711
2470,0.0967
2471,0.0286
2472,0.1405
2473,0.0198
2475,0.1339
2478,0.9022
2479,0.0387
2481,0.7484
2483,0.0429
2484,0.0333
2488,0.9258
2491,0.6706
2494,0.0013
2496,0.9484
2498,0.951
2499,0.1958
2501,0.9471
2504,0.7086
2506,0.7155
2508,0.0616
2509,0.5626
2511,0.023
2512,0.9844
2514,0.9744
2516,0.946
2517,0.7483
2519,0.9551
2520,0.8327
2521,0.0007
2522,0.9704
2524,0.9707
2525,0.2485
2527,0.9597
2528,0.0228
2529,0.9887
2532,0.4577
2533,0.1875
2534,0.9901
2536,0.974
2537,0.6745
2538,0.0137
2539,0.0496
2541,0.0048
2544,0.364
2545,0.3468
2547,0.9729
2548,0.9946
2550,0.6467
2553,0.001
2558,0.9953
2559,0.0101
2561,0.9923
2563,0.98
2568,0.705
2569,0.0079
2572,0.0027
2573,0.0433
2575,0.9608
2576,0.9679
2581,0.9958
2582,0.2287
2583,0.9543
2584,0.0436
2587,0.0862
2591,0.9783
2593,0.9994
2594,0.9935
2599,0.9364
2602,0.9668
2605,0.6538
2606,0.9969
2607,0.0009
2608,0.0008
2615,0.3764
2617,0.0708
2619,0.7615
2621,0.1365
2622,0.8813
2623,0.0094
2624,0.6618
2625,0.9925
2626,0.0918
2629,0.1192
2630,0.004
2631,0.0909
2632,0.7487
2634,0.6072
2635,0.4986
2637,0.0107
2639,0.8241
2640,0.0332
2644,0.0519
2648,0.0042
2650,0.9554
2651,0.0403
2652,0.9749
2656,0.0227
2657,0.9925
2659,0.6689
2660,0.1618
2661,0.2544
2664,0.0556
2665,0.298
2671,0.6353
2672,0.9988
2673,0.0485
2674,0.2509
2675,0.0026
2676,0.9982
2677,0.7309
2678,0.016
2680,0.0197
2683,0.7513
2689,0.9569
2690,0.4082
2691,0.9058
2694,0.9996
2695,0.9649
2698,0.1731
2700,0.0282
2701,0.9569
2704,0.7194
2705,0.3269
2708,0.0184
2709,0.9958
2710,0.0101
2714,0.4285
2716,0.002
2717,0.8169
2721,0.8794
2722,0.7298
2724,0.9743
2726,0.7899
2729,0.9417
2730,0.9839
2733,0.049
2734,0.081
2737,0.7492
2739,0.9281
2740,0.9443
2741,0.1043
2744,0.1699
2745,0.9956
2747,0.005
2751,0.9449
2753,0.9935
2756,0.0094
2759,0.9979
2763,0.295
2764,0.023
2770,0.9174
2772,0.0526
2774,0.0226
2776,0.9718
2777,0.9915
2778,0.9426
2779,0.0055
2780,0.2586
2781,0.0928
2784,0.9967
2785,0.0026
2786,0.001
2791,0.9905
2800,0.6001
2801,0.0827
2802,0.5267
2803,0.0029
2804,0.9575
2807,0.9859
2810,0.0194
2812,0.993
2813,0.812
2815,0.9822
2816,0.5343
2817,0.11
2819,0.9815
2822,0.1009
2824,0.0029
2833,0.9995
2835,0.2701
2837,0.7308
2842,0.959
2843,0.1258
2846,0.028
2847,0.9005
2848,0.0337
2852,0.0156
2855,0.517
2863,0.4862
2867,0.9907
2868,0.9798
2869,0.0044
2870,0.9596
2875,0.4625
2876,0.0135
2877,0.9236
2880,0.1503
2883,0.0044
2884,0.9957
2886,0.9651
2887,0.8885
2891,0.9153
2892,0.9768
2893,0.2001
2894,0.0016
2895,0.8159
2896,0.8466
2900,0.9028
2902,0.6586
2904,0.2127
2905,0.7177
2907,0.9616
2908,0.002
2909,0.9371
2910,0.9563
2911,0.0238
2912,0.691
2914,0.119
2915,0.867
2916,0.0971
2917,0.0435
2919,0.0242
2924,0.9151
2927,0.0173
2929,0.9804
2930,0.1628
2931,0.9586
2936,0.0022
2939,0.9923
2945,0.032
2946,0.0463
2948,0.9666
2951,0.4667
2954,0.6627
2955,0.6908
2956,0.9996
2959,0.026
2962,0.1225
2964,0.9939
2965,0.6973
2967,0.06
2968,0.8896
2974,0.732
2977,0.9095
2978,0.0056
2980,0.0159
2981,0.9897
2983,0.9162
2984,0.9969
2986,0.9016
2987,0.9714
2989,0.0868
2990,0.9981
2991,0.9419
2993,0.692
2995,0.9991
2997,0.1414
2999,0.9073
3000,0.7149
3001,0.1893
3003,0.997
3005,0.8864
3007,0.5943
3008,0.9943
3009,0.0041
3013,0.9896
3014,0.2775
3018,0.0402
3021,0.0268
3022,0.0711
3025,0.6964
3027,0.1455
3028,0.8785
3029,0.8915
3030,0.8763
3033,0.8349
3035,0.9704
3036,0.0018
3037,0.0119
3038,0.0004
3040,0.9624
3041,0.8694
3046,0.7775
3052,0.0862
3053,0.3111
3054,0.9061
3055,0.0018
3056,0.0371
3058,0.9933
3059,0.9076
3060,0.8136
3061,0.1561
3062,0.0246
3066,0.6173
3067,0.0719
3068,0.7648
3072,0.3468
3073,0.9993
3077,0.9966
3079,0.0898
3080,0.0025
3081,0.0006
3085,0.4533
3092,0.1692
3093,0.009
3095,0.9966
3096,0.622
3097,0.7076
3099,0.0559
3100,0.0054
3101,0.0229
3102,0.0259
3105,0.0202
3106,0.9579
3107,0.9018
3108,0.0189
3109,0.9852
3110,0.0004
3115,0.0114
3116,0.098
3117,0.9311
3118,0.9722
3121,0.7789
3125,0.3663
3126,0.975
3130,0.0415
3131,0.3174
3132,0.806
3133,0.9953
3136,0.9951
3139,0.9931
3147,0.9915
3148,0.9566
3150,0.991
3153,0.6877
3154,0.1431
3157,0.7675
3161,0.8521
3162,0.0026
3163,0.9161
3164,0.1506
3166,0.0037
3169,0.1343
3171,0.8521
3177,0.3072
3181,0.9977
3183,0.0571
3188,0.0009
3189,0.9146
3195,0.21
3196,0.1248
3197,0.9761
3199,0.8729
3200,0.9997
3202,0.9858
3208,0.2789
3210,0.0046
3211,0.0046
3214,0.2631
3215,0.0142
3217,0.074
3219,0.9373
3221,0.0135
3224,0.8511
3225,0.9926
3228,0.0482
3230,0.0707
3231,0.985
3240,0.0033
3242,0.0115
3247,0.5594
3248,0.8501
3252,0.0262
3255,0.9838
3257,0.0052
3258,0.0778
3259,0.0311
3263,0.9974
3265,0.8995
3266,0.8618
3270,0.2077
3271,0.0033
3275,0.0386
3276,0.9995
3277,0.0483
3278,0.2568
3282,0.9628
3284,0.0036
3288,0.0239
3289,0.0023
3290,0.957
3291,0.7623
3292,0.0348
3293,0.0662
3294,0.0648
3295,0.0057
3297,0.0056
3298,0.4403
3299,0.0223
3300,0.9172
3302,0.6577
3303,0.9724
3305,0.1151
3306,0.1579
3307,0.0319
3308,0.0837
3309,0.9949
3311,0.9901
3312,0.9907
3317,0.9744
3318,0.8608
3322,0.9356
3323,0.9714
3325,0.5788
3326,0.0045
3328,0.4509
3330,0.0079
3333,0.0089
3336,0.9975
3337,0.0203
3341,0.6977
3343,0.9508
3346,0.9866
3348,0.0012
3350,0.0087
3352,0.0425
3353,0.703
3358,0.8185
3359,0.9926
3362,0.9793
3364,0.8387
3366,0.8827
3367,0.3
3369,0.4337
3370,0.0042
3371,0.9976
3372,0.001
3373,0.004
3374,0.7017
3381,0.0018
3382,0.9153
3383,0.5356
3384,0.0307
3386,0.0182
3388,0.4201
3389,0.0031
3393,0.1483
3398,0.7446
3403,0.9617
3404,0.9917
3405,0.4485
3406,0.0133
3408,0.8677
3409,0.5992
3410,0.0085
3413,0.9721
3414,0.9052
3416,0.2013
3419,0.9166
3420,0.0003
3422,0.9473
3424,0.2438
3425,0.356
3426,0.3769
3428,0.2335
3430,0.9539
3431,0.7665
3432,0.0039
3433,0.592
3434,0.1361
3435,0.0108
3436,0.5397
3440,0.4081
3441,0.9146
3442,0.0652
3443,0.883
3446,0.3985
3448,0.0051
3452,0.9913
3455,0.0092
3456,0.0025
3457,0.0044
3458,0.0004
3460,0.0216
3462,0.0445
3464,0.7092
3466,0.0019
3470,0.0097
3472,0.0019
3473,0.0727
3474,0.9463
3477,0.5183
3478,0.972
3479,0.0456
3480,0.7027
3486,0.5735
3491,0.0931
3492,0.8762
3495,0.8359
3496,0.9904
3497,0.0314
3499,0.0385
3503,0.3727
3506,0.3165
3508,0.001
3509,0.553
3510,0.9416
3511,0.0405
3512,0.7687
3515,0.9461
3518,0.9352
3521,0.919
3524,0.0172
3525,0.9179
3527,0.4458
3536,0.6333
3538,0.9937
3539,0.0053
3544,0.9814
3546,0.0745
3549,0.0059
3550,0.0084
3551,0.9714
3552,0.9575
3553,0.9969
3554,0.3937
3555,0.0252
3556,0.988
3559,0.254
3561,0.9958
3564,0.9776
3565,0.0392
3567,0.0007
3569,0.0102
3570,0.2339
3573,0.4555
3575,0.0862
3579,0.9218
3581,0.0011
3583,0.1002
3585,0.0026
3588,0.2703
3591,0.0937
3594,0.9261
3596,0.9899
3605,0.6915
3607,0.5275
3609,0.0006
3615,0.5275
3616,0.9908
3617,0.8893
3620,0.9921
3623,0.5744
3624,0.9613
3625,0.0444
3626,0.9017
3627,0.9928
3630,0.021
3631,0.7438
3634,0.9741
3635,0.8993
3637,0.2027
3640,0.0087
3641,0.2394
3642,0.9818
3644,0.0023
3646,0.0267
3654,0.9978
3656,0.9663
3657,0.9343
3659,0.2289
3664,0.0045
3667,0.9708
3668,0.0188
3671,0.8685
3672,0.9115
3674,0.5864
3680,0.9927
3681,0.038
3682,0.9563
3684,0.9217
3685,0.9329
3687,0.9977
3688,0.7709
3690,0.0237
3693,0.3542
3694,0.0013
3695,0.8714
3698,0.3416
3699,0.1981
3700,0.4562
3701,0.7023
3702,0.9354
3705,0.0321
3707,0.5775
3708,0.9976
3713,0.0141
3716,0.8752
3721,0.0425
3723,0.0419
3724,0.0336
3725,0.9601
3726,0.9973
3727,0.4659
3728,0.8925
3729,0.5209
3730,0.6414
3733,0.9538
3737,0.9948
3740,0.8865
3741,0.193
3742,0.0638
3744,0.0964
3745,0.9138
3746,0.0232
3748,0.1387
3749,0.9585
3753,0.3097
3754,0.9835
3758,0.8711
3759,0.6993
3760,0.5207
3761,0.9977
3763,0.6445
3764,0.2769
3765,0.2093
